Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;Knoflooksaus Swirl, Champignons, Merguez;€ 2,50;€ 22,90;;;;

Tiel;Joffrey Brugmans;06-45002672;JoffreyBrugmans@cuvox.de;Meester F.J.W.G. Spieringstraat 124;Tiel;zondag 22 september 2019;Bezorgen;zondag 22 september 2019;19:06;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 71,70;;€ 0,00;€ 71,70
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;Kaasmix, Basilicum;€ 2,00;€ 25,90;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Lelystad;Siu Hekman;06-43310105;SiuHekman@teleworm.us;Schermer 22;Lelystad;zaterdag 24 maart 2018;Bezorgen;zaterdag 24 maart 2018;16:28;Veggi;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 45,80;;€ 0,00;€ 45,80
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Harderwijk;Yilmaz Nieuwenhuis;06-67760020;YilmazNieuwenhuis@superrito.com;Bachdreef 135;Harderwijk;vrijdag 23 maart 2018;Afhalen;vrijdag 23 maart 2018;16:51;Beenham;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 55,75;;€ 0,00;€ 55,75
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;;1;Rode Ui, Bacon;€ 2,00;€ 9,95;;;;

Den Haag Goudenregenplein;Abram Boel;06-70349459;AbramBoel@rhyta.com;Arkelstein 61;Nieuw Vennep;zondag 26 augustus 2018;Afhalen;zondag 26 augustus 2018;20:52;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;€ 57,70;2e pizza gratis bij afhalen;€ 6,95;€ 50,75
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;;;;

Eindhoven Woensel;Stéfanie de Smit;06-59892304;StefaniedeSmit@gustr.com;Narcisstraat 75;Eindhoven;dinsdag 9 januari 2018;Afhalen;dinsdag 9 januari 2018;19:57;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;€ 27,80;;€ 0,00;€ 27,80
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;

Helmond;Zwaantje Rebel;06-14786170;ZwaantjeRebel@dayrep.com;Karpaten 151;Helmond;zondag 24 maart 2019;Afhalen;zondag 24 maart 2019;17:57;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;25% korting op je bestelling;€ 3,98;€ 11,93

Soest;Jessi van de Put;06-21775757;JessivandePut@einrot.com;Dorpsplein 196;Soesterberg;zondag 18 juni 2017;Afhalen;zondag 18 juni 2017;17:55;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 8,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 8,95

Maassluis;Saartje Vrede;06-38939994;SaartjeVrede@cuvox.de;Berliozstraat 157;Maassluis;woensdag 12 juli 2017;Bezorgen;woensdag 12 juli 2017;20:41;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 37,85;;€ 0,00;€ 37,85
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Goes;Annetje Helmer;06-79661573;AnnetjeHelmer@superrito.com;Jachthuisstraat 7;Kloetinge;dinsdag 10 april 2018;Bezorgen;dinsdag 10 april 2018;20:54;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 21,90;;€ 0,00;€ 21,90
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Almelo;Sally Palland;06-11860796;SallyPalland@armyspy.com;Tusveld 49;Bornerbroek;zaterdag 2 december 2017;Afhalen;zaterdag 2 december 2017;17:32;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Helmond;Meri Hakkens;06-72539472;MeriHakkens@cuvox.de;Rijnlaan 200;Helmond;donderdag 24 januari 2019;Afhalen;donderdag 24 januari 2019;18:39;Caprese;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 22,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 22,85
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;

Eindhoven Woensel;Bregje Lammerts van Bueren;06-59548166;BregjeLammertsvanBueren@jourrapide.com;Weissenbruchlaan 27;Eindhoven;maandag 24 juni 2019;Bezorgen;maandag 24 juni 2019;18:42;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;€ 59,70;;€ 0,00;€ 59,70
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 27,80;;;;

Voorschoten;Safwan Dillen;06-78885740;SafwanDillen@einrot.com;Palestrinalaan 180;Voorschoten;maandag 19 november 2018;Afhalen;maandag 19 november 2018;20:32;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;Verse Tomaat, Kip, Gorgonzola, Gorgonzola;€ 4,00;€ 25,90;€ 47,80;25% korting op je bestelling;€ 11,95;€ 35,85
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Supreme;Family XXL Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;

Arnhem Centrum;Mient Mennink;06-40349305;MientMennink@gustr.com;Doctor Nolenslaan 115;Arnhem;woensdag 3 oktober 2018;Bezorgen;woensdag 3 oktober 2018;16:20;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Gorinchem;Marah Nijzink;06-21255441;MarahNijzink@einrot.com;Lingsesdijk 163;Gorinchem;zondag 27 januari 2019;Afhalen;zondag 27 januari 2019;19:01;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;1;Bacon, Tonijn;€ 2,50;€ 10,45;€ 42,25;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 40,25
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 15,90;;;;

Haarlem Tesselschadeplein;Riemer Ootes;06-68950006;RiemerOotes@gustr.com;Palamedesstraat 193;Haarlem;vrijdag 24 februari 2017;Bezorgen;vrijdag 24 februari 2017;18:59;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 118,55;;€ 0,00;€ 118,55
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;Basilicum, Chicken Kebab, Bacon;€ 3,50;€ 34,90;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;

Zaandam;Orpheo van Unen;06-24529544;OrpheovanUnen@teleworm.us;Neonblauw 122;Zoetermeer;vrijdag 1 juni 2018;Afhalen;vrijdag 1 juni 2018;17:21;Beenham;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;1;Geitenkaas, Groene Olijven, Spinazie;€ 3,00;€ 7,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 10,95;;;;

Leeuwarden;Allegonda Ferdinandus;06-56213140;AllegondaFerdinandus@einrot.com;Tjotterstraat 174;Leeuwarden;woensdag 2 augustus 2017;Afhalen;woensdag 2 augustus 2017;16:57;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 15,90;€ 40,75;3e pizza gratis bij bezorgen;€ 0,00;€ 40,75
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Groningen Paddepoel;Peer Sieders;06-82552584;PeerSieders@superrito.com;Lester Bowles Pearsonstraat 51;Groningen;zondag 29 oktober 2017;Afhalen;zondag 29 oktober 2017;20:22;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 55,70;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 53,70
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 31,80;;;;

IJmuiden;Simone Kootstra;06-34934637;SimoneKootstra@einrot.com;Stationsweg 109;Borculo;dinsdag 31 januari 2017;Afhalen;dinsdag 31 januari 2017;18:55;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 14,90;;€ 0,00;€ 14,90
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Hoorn;Kristiaan Klunder;06-92562439;KristiaanKlunder@superrito.com;Nachtegaal 162;Hoorn;maandag 22 januari 2018;Afhalen;maandag 22 januari 2018;20:05;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;4;;€ 0,00;€ 47,80;€ 149,40;;€ 0,00;€ 149,40
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 51,80;;;;

Groningen Boterdiep;Antonio Heddes;06-95673003;AntonioHeddes@fleckens.hu;Verlengde Oosterstraat 190;Groningen;woensdag 30 januari 2019;Bezorgen;woensdag 30 januari 2019;16:07;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 37,85;;€ 0,00;€ 37,85
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Veldhoven;Henrik Hoornstra;06-39373525;HenrikHoornstra@jourrapide.com;Hermelijn 71;Veldhoven;vrijdag 25 oktober 2019;Bezorgen;vrijdag 25 oktober 2019;17:38;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 138,45;;€ 0,00;€ 138,45
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;4;Shoarma, Pepperoni, Honing Mosterdsaus, Pepperoni;€ 4,00;€ 63,80;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Rotterdam Noord;Hebe Lekkerkerker;06-13536559;HebeLekkerkerker@fleckens.hu;Kobehof 137;Rotterdam;zaterdag 18 november 2017;Bezorgen;zaterdag 18 november 2017;20:25;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 15,95;€ 24,90;3e pizza gratis bij bezorgen;€ 0,00;€ 24,90
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Amsterdam Noord;Jerome ter Voert;06-23535328;JerometerVoert@einrot.com;Witte de Withstraat 53;Amsterdam;vrijdag 5 januari 2018;Afhalen;vrijdag 5 januari 2018;20:57;Veggi;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Rotterdam Zuidplein;Inke Rietman;06-86934020;InkeRietman@dayrep.com;Gaffeldwarsstraat 84;Rotterdam;maandag 21 oktober 2019;Afhalen;maandag 21 oktober 2019;19:01;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Osdorp;Jorit Stienstra;06-31731035;JoritStienstra@superrito.com;Ravelijnstraat 27;Philippine;vrijdag 28 september 2018;Bezorgen;vrijdag 28 september 2018;18:21;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;€ 2,00;4;;€ 0,00;€ 43,80;€ 84,65;;€ 0,00;€ 84,65
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Scheveningen;Hiltje Beij;06-63906653;HiltjeBeij@rhyta.com;Welhoeckstraat 83;Delft;zondag 9 september 2018;Bezorgen;zondag 9 september 2018;18:34;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;€ 17,90;3e pizza gratis bij bezorgen;€ 0,00;€ 17,90

Diemen;Gül van de Scheur;06-36629551;GulvandeScheur@jourrapide.com;Burgemeester Bickerstraat 11;Diemen;woensdag 2 januari 2019;Afhalen;woensdag 2 januari 2019;16:29;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;;;;

Roermond;Lorraine Trum;06-69925079;LorraineTrum@cuvox.de;Vismarkt 104;Roermond;vrijdag 31 maart 2017;Bezorgen;vrijdag 31 maart 2017;19:41;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Champignons, Basilicum, Rode Ui;€ 2,50;€ 16,45;€ 31,40;3e pizza gratis bij bezorgen;€ 0,00;€ 31,40
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Deventer;Jouri van Oppen;06-82589961;JourivanOppen@rhyta.com;Lange Bisschopstraat 59;Deventer;zaterdag 15 december 2018;Bezorgen;zaterdag 15 december 2018;17:40;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 59,75;;€ 0,00;€ 59,75
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Noordwijk;Yousif Spel;06-31113004;YousifSpel@rhyta.com;Bonnikeplein 97;Noordwijk;donderdag 4 mei 2017;Bezorgen;donderdag 4 mei 2017;18:00;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 61,75;25% korting op je bestelling;€ 15,44;€ 46,31
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Amsterdam Aalsmeerweg;Alies Pieper;06-99228311;AliesPieper@rhyta.com;Roemer Visscherstraat 13;Amsterdam;donderdag 2 maart 2017;Afhalen;donderdag 2 maart 2017;18:41;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Wassenaar;Jia van Werven;06-19105829;JiavanWerven@superrito.com;Burgemeester Staablaan 168;Wassenaar;maandag 29 juli 2019;Afhalen;maandag 29 juli 2019;20:39;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Almelo;Ilco Siegersma;06-99780634;IlcoSiegersma@gustr.com;Ootmarsumsestraat 72;Almelo;zondag 11 maart 2018;Afhalen;zondag 11 maart 2018;18:08;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;;2;Paprikamix, Champignons;€ 2,00;€ 29,90;€ 79,65;;€ 0,00;€ 79,65
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Landgraaf;Jess Houthuijzen;06-88724312;JessHouthuijzen@jourrapide.com;Hoofdstraat 113;Landgraaf;maandag 19 november 2018;Bezorgen;maandag 19 november 2018;20:27;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 61,75;25% korting op je bestelling;€ 15,44;€ 46,31
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Venlo;Rudy Boekholt;06-52799391;RudyBoekholt@cuvox.de;Margrietlaan 107;Belfeld;dinsdag 25 juli 2017;Afhalen;dinsdag 25 juli 2017;17:59;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;Kip, Basilicum;€ 1,50;€ 26,90;€ 88,65;;€ 0,00;€ 88,65
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Den Bosch Empel;Anjani van Rutten;06-26684793;AnjanivanRutten@superrito.com;Meester Penningsstraat 136;Rosmalen;zaterdag 17 maart 2018;Bezorgen;zaterdag 17 maart 2018;19:25;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;25% korting op je bestelling;€ 2,24;€ 6,71

Eindhoven Tongelre;Richenel Köse;06-57689090;RichenelKose@gustr.com;Echternachlaan 87;Eindhoven;woensdag 13 december 2017;Afhalen;woensdag 13 december 2017;16:12;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 13,90;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Rotterdam Vuurplaat;Juliëtte ter Huurne;06-83913912;JulietteterHuurne@jourrapide.com;Johannes Voorhoevestraat 39;Rotterdam;zaterdag 15 september 2018;Bezorgen;zaterdag 15 september 2018;18:00;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;4;;€ 0,00;€ 47,80;€ 86,65;;€ 0,00;€ 86,65
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Eindhoven Woensel;Thibault van Wensveen;06-89559894;ThibaultvanWensveen@dayrep.com;Stuiverstraat 1;Eindhoven;dinsdag 5 maart 2019;Afhalen;dinsdag 5 maart 2019;16:44;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;€ 39,80;3e pizza gratis bij bezorgen;€ 0,00;€ 39,80
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;2;Pepperoni, Gehakt;€ 2,00;€ 27,90;;;;

Hellevoetsluis;Laurèl Perdon;06-65564287;LaurelPerdon@rhyta.com;Theo Kwantenstraat 168;Hellevoetsluis;dinsdag 20 november 2018;Afhalen;dinsdag 20 november 2018;16:49;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 7,95;€ 7,95;25% korting op je bestelling;€ 1,99;€ 5,96

Landgraaf;Nadiah Schildkamp;06-67913193;NadiahSchildkamp@gustr.com;Kloosterstraat 125;Landgraaf;zondag 3 februari 2019;Afhalen;zondag 3 februari 2019;18:32;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 68,65;;€ 0,00;€ 68,65
;;;;;;;;;;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 8,95;;;;

Deventer;Hilco Leung;06-32621855;HilcoLeung@teleworm.us;Breenberghstraat 124;Deventer;donderdag 28 februari 2019;Bezorgen;donderdag 28 februari 2019;18:38;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 44,80;;€ 0,00;€ 44,80
;;;;;;;;;;Hawaii;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Haarlem Tesselschadeplein;Fransiscus Samuel;06-26018380;FransiscusSamuel@gustr.com;Sandenburg 13;Haarlem;donderdag 31 oktober 2019;Afhalen;donderdag 31 oktober 2019;17:07;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 26,85;;€ 0,00;€ 26,85
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;

Amsterdam Ceintuurbaan;Mauro van Bijnen;06-46811574;MaurovanBijnen@armyspy.com;Jozef Israelskade 136;Amsterdam;zaterdag 9 september 2017;Afhalen;zaterdag 9 september 2017;17:31;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 83,60;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 81,60
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;

Den Bosch Empel;Yarah Gerrits;06-80805011;YarahGerrits@einrot.com;Vughterstraat 196;s-Hertogenbosch;vrijdag 16 juni 2017;Bezorgen;vrijdag 16 juni 2017;17:52;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Den Haag Torenstraat;Galid Verspaget;06-62726879;GalidVerspaget@rhyta.com;Terschellingstraat 108;Alkmaar;vrijdag 5 oktober 2018;Afhalen;vrijdag 5 oktober 2018;19:07;BBQ Chicken Hawaii;Medium Cheesy Crust Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 93,50;;€ 0,00;€ 93,50
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
