Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Chorizo, Ananas, Pepperoni;€ 3,00;€ 13,95;;;;

Groningen Boterdiep;Bahri Wittenberg;06-61004371;BahriWittenberg@fleckens.hu;Oosterhamrikkade 108;Groningen;woensdag 25 oktober 2017;Bezorgen;woensdag 25 oktober 2017;20:10;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 24,90;;€ 0,00;€ 24,90
;;;;;;;;;;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 15,95;;;;

Den Haag Goudenregenplein;Anisha Spin;06-88711618;AnishaSpin@rhyta.com;Pioendreef 65;Rijswijk;maandag 30 april 2018;Bezorgen;maandag 30 april 2018;19:49;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 21,90;;€ 0,00;€ 21,90

Zwolle;Guido van den Berghe;06-35519181;GuidovandenBerghe@rhyta.com;Kummelweg 66;Zwolle;vrijdag 3 maart 2017;Bezorgen;vrijdag 3 maart 2017;17:07;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 79,60;2e pizza gratis bij afhalen;€ 0,00;€ 79,60
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 27,80;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Bergen op Zoom;Jorne Popma;06-83720066;JornePopma@rhyta.com;Halstersebaan 191;Bergen op Zoom;vrijdag 15 februari 2019;Bezorgen;vrijdag 15 februari 2019;16:58;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 39,80;€ 39,80;;€ 0,00;€ 39,80

Leiderdorp;Farida Stolp;06-96597287;FaridaStolp@fleckens.hu;Van der Havelaan 157;Leiderdorp;dinsdag 27 augustus 2019;Afhalen;dinsdag 27 augustus 2019;18:56;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 35,80;€ 64,60;;€ 0,00;€ 64,60
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Amsterdam Ceintuurbaan;Mason van de Vooren;06-86908240;MasonvandeVooren@teleworm.us;Henri Polaklaan 50;Amsterdam;dinsdag 18 september 2018;Afhalen;dinsdag 18 september 2018;16:11;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 42,80;25% korting op je bestelling;€ 10,70;€ 32,10
;;;;;;;;;;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Alkmaar;Lucette Vankan;06-25565230;LucetteVankan@armyspy.com;Bierkade 196;Alkmaar;zondag 9 september 2018;Bezorgen;zondag 9 september 2018;18:07;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 34,85;2e pizza gratis bij afhalen;€ 0,00;€ 34,85
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Gouda;Bodi Diemel;06-74905271;BodiDiemel@einrot.com;Marathonlaan 12;Gouda;donderdag 30 mei 2019;Afhalen;donderdag 30 mei 2019;18:57;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 50,75;;€ 0,00;€ 50,75
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 19,90;;;;

Arnhem Centrum;Nathaniel Abel;06-25743716;NathanielAbel@rhyta.com;Aagtekerkesingel 142;Arnhem;donderdag 28 maart 2019;Afhalen;donderdag 28 maart 2019;16:12;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Rotterdam Noord;Marcel Blokker;06-42103757;MarcelBlokker@armyspy.com;Immanuel Kantstraat 161;Rotterdam;woensdag 9 augustus 2017;Afhalen;woensdag 9 augustus 2017;16:08;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;1;Kip, Ham;€ 2,00;€ 6,95;€ 27,85;25% korting op je bestelling;€ 6,96;€ 20,89
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Delft Binnenwatersloot;Nieke van Uden;06-33180740;NiekevanUden@superrito.com;Kloosterkade 188;Delft;zondag 16 juli 2017;Afhalen;zondag 16 juli 2017;18:14;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;€ 71,65;25% korting op je bestelling;€ 17,91;€ 53,74
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 19,90;;;;

Bussum;Rowie van der Voorn;06-77383257;RowievanderVoorn@cuvox.de;Lange Heul 30;Bussum;woensdag 29 november 2017;Afhalen;woensdag 29 november 2017;20:43;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;€ 79,60;;€ 0,00;€ 79,60
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;Kip, Chicken Kebab, Chicken Kebab, Pepperoni;€ 6,00;€ 33,90;;;;

Voorschoten;Gülçin Saalmink;06-94856261;GulcinSaalmink@jourrapide.com;Jan Wagtendonkstraat 171;Voorschoten;vrijdag 4 oktober 2019;Afhalen;vrijdag 4 oktober 2019;18:10;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 12,95;2e pizza gratis bij afhalen;€ 0,00;€ 12,95

Lelystad;Quang Schuller;06-72929026;QuangSchuller@cuvox.de;Golfpark 138;Lelystad;maandag 10 april 2017;Afhalen;maandag 10 april 2017;18:08;Caprese;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Rotterdam Vuurplaat;Ida de Bruyn;06-91551120;IdadeBruyn@dayrep.com;Hobokenstraat 46;Rotterdam;zaterdag 5 augustus 2017;Bezorgen;zaterdag 5 augustus 2017;18:19;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 71,70;;€ 0,00;€ 71,70
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Veggi;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Kip, Groene Olijven;€ 2,00;€ 11,95;;;;

Rotterdam Hoogvliet;Wendelina van den Houten;06-52667625;WendelinavandenHouten@gustr.com;Grondherendijk 32;Rotterdam;donderdag 1 februari 2018;Bezorgen;donderdag 1 februari 2018;17:38;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;

Rotterdam Schiebroek;Jora van Ginneken;06-96705304;JoravanGinneken@gustr.com;Brielselaan 54;Rotterdam;donderdag 30 mei 2019;Bezorgen;donderdag 30 mei 2019;17:33;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Rotterdam Schiebroek;Lammert Maria;06-20240720;LammertMaria@teleworm.us;Einsteinplaats 133;Rotterdam;donderdag 20 december 2018;Afhalen;donderdag 20 december 2018;16:42;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 51,75;;€ 0,00;€ 51,75
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;

Amsterdam Bos en Lommerweg;Hande Liebrand;06-52535921;HandeLiebrand@einrot.com;Ernest Staesstraat 163;Amsterdam;zaterdag 9 november 2019;Afhalen;zaterdag 9 november 2019;20:12;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Wassenaar;İbrahim van de Griend;06-79926791;IbrahimvandeGriend@cuvox.de;Zijdeweg 160;Wassenaar;vrijdag 24 maart 2017;Afhalen;vrijdag 24 maart 2017;17:43;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Almere;Sahil Weiss;06-25776126;SahilWeiss@rhyta.com;Leo Gestelstraat 142;Almere;donderdag 30 november 2017;Bezorgen;donderdag 30 november 2017;18:46;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 82,60;;€ 0,00;€ 82,60
;;;;;;;;;;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;;;;

Spijkenisse;Alissia de Roode;06-77516526;AlissiadeRoode@fleckens.hu;Ottersveen 170;Spijkenisse;zaterdag 10 november 2018;Afhalen;zaterdag 10 november 2018;20:36;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;€ 37,75;;€ 0,00;€ 37,75
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;;;;
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Veghel;Marie-Claire Kamerman;06-18604025;Marie-ClaireKamerman@jourrapide.com;De Dollard 30;Veghel;donderdag 19 oktober 2017;Afhalen;donderdag 19 oktober 2017;18:10;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Rotterdam Schiebroek;Ludovic Verberne;06-55268216;LudovicVerberne@dayrep.com;Zocherstraat 84;Rotterdam;zondag 22 april 2018;Afhalen;zondag 22 april 2018;19:23;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;€ 20,85;;€ 0,00;€ 20,85
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 6,95;;;;

Diemen;Maiky Kuper;06-54813925;MaikyKuper@superrito.com;Henry Dunantlaan 165;Diemen;donderdag 10 augustus 2017;Bezorgen;donderdag 10 augustus 2017;18:16;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 23,90;2e pizza gratis bij afhalen;€ 0,00;€ 23,90

Weert;Timmo Suurmond;06-59647085;TimmoSuurmond@jourrapide.com;Middelstestraat 122;Weert;woensdag 24 januari 2018;Bezorgen;woensdag 24 januari 2018;17:35;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 51,75;;€ 0,00;€ 51,75
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Hoofddorp;Ringo van Holland;06-96374215;RingovanHolland@jourrapide.com;Aalsburg 50;Wijchen;woensdag 17 oktober 2018;Afhalen;woensdag 17 oktober 2018;17:42;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Velp;;;;;;zaterdag 8 december 2018;Afhalen;zaterdag 8 december 2018;17:26;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;Veggi;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Nieuwegein;Kiri Vleugels;06-46050232;KiriVleugels@fleckens.hu;Weverstedehof 20;Nieuwegein;dinsdag 12 juni 2018;Bezorgen;dinsdag 12 juni 2018;19:05;Tonno;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;€ 17,90;;€ 0,00;€ 17,90

Hellevoetsluis;Marlie Rijkhoff;06-58905137;MarlieRijkhoff@fleckens.hu;Ebstroom 102;Hellevoetsluis;vrijdag 27 september 2019;Bezorgen;vrijdag 27 september 2019;16:28;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 37,80;;€ 0,00;€ 37,80
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;

Helmond;Athanasios Meekel;06-23690459;AthanasiosMeekel@einrot.com;Julianalaan 153;Helmond;vrijdag 2 februari 2018;Afhalen;vrijdag 2 februari 2018;18:40;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 66,70;;€ 0,00;€ 66,70
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;

Leidschendam;Christoph Hoffmans;06-91536770;ChristophHoffmans@rhyta.com;Sluisplein 3;Leidschendam;zaterdag 10 maart 2018;Bezorgen;zaterdag 10 maart 2018;16:10;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Woerden;Sharin Kamphuis;06-69445242;SharinKamphuis@superrito.com;De Hunze 182;Woerden;dinsdag 11 april 2017;Afhalen;dinsdag 11 april 2017;20:04;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Amsterdam Oostelijke Handelskade;Siemen van Leusden;06-61341044;SiemenvanLeusden@einrot.com;Binnenkadijk 176;Amsterdam;zondag 27 januari 2019;Bezorgen;zondag 27 januari 2019;16:16;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 69,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 67,75
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Eindhoven Gestel;Marjanne Ouwersloot;06-64718120;MarjanneOuwersloot@rhyta.com;Madeliefstraat 49;Eindhoven;woensdag 12 december 2018;Bezorgen;woensdag 12 december 2018;17:51;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 63,75;3e pizza gratis bij bezorgen;€ 6,95;€ 56,80
;;;;;;;;;;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;Kip, Ananas;€ 2,00;€ 29,90;;;;

Deventer;Hilco Leung;06-32621855;HilcoLeung@teleworm.us;Breenberghstraat 124;Deventer;woensdag 11 december 2019;Bezorgen;woensdag 11 december 2019;17:54;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;3;;€ 0,00;€ 32,85;€ 64,70;;€ 0,00;€ 64,70
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Rotterdam Zevenkamp;Hasibe Koca;06-91516757;HasibeKoca@cuvox.de;Boezemsingel 46;Rotterdam;woensdag 24 oktober 2018;Bezorgen;woensdag 24 oktober 2018;17:39;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 40,80;;€ 0,00;€ 40,80
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Purmerend;İlayda van der Zwet;06-56465979;IlaydavanderZwet@jourrapide.com;Schoofstraat 118;Purmerend;donderdag 23 februari 2017;Afhalen;donderdag 23 februari 2017;20:24;Tonno;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;€ 86,55;;€ 0,00;€ 86,55
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 35,80;;;;

Assen;Maciej Donners;06-68596943;MaciejDonners@jourrapide.com;Achterstebree 76;Assen;donderdag 9 november 2017;Bezorgen;donderdag 9 november 2017;19:05;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 93,60;;€ 0,00;€ 93,60
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Bergen op Zoom;Jaimie Pont;06-82160587;JaimiePont@fleckens.hu;Prinses Marijkestraat 144;Bergen op Zoom;zaterdag 5 augustus 2017;Afhalen;zaterdag 5 augustus 2017;19:06;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;€ 25,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 23,90

Emmen;Leo Keizers;06-12465688;LeoKeizers@rhyta.com;Boskamp 81;Emmen;zondag 29 juli 2018;Bezorgen;zondag 29 juli 2018;19:34;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Den Bosch Empel;Yarno Çakmak;06-33834656;YarnoCakmak@einrot.com;Aastraat 82;s-Hertogenbosch;donderdag 29 november 2018;Afhalen;donderdag 29 november 2018;20:08;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 25,90;€ 37,85;;€ 0,00;€ 37,85
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Den Haag Torenstraat;Quintin Weststrate;06-43530967;QuintinWeststrate@fleckens.hu;Beukweg 18;Hengelo;zondag 4 maart 2018;Bezorgen;zondag 4 maart 2018;19:20;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 51,80;2e pizza gratis bij afhalen;€ 0,00;€ 51,80
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;

Leiden;Nadine Wijnja;06-26941572;NadineWijnja@jourrapide.com;Leuvenstraat 40;Leiden;zaterdag 13 oktober 2018;Bezorgen;zaterdag 13 oktober 2018;20:42;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 25,90;2e pizza gratis bij afhalen;€ 0,00;€ 25,90

Rotterdam Schiebroek;Jerina Koevoets;06-23690181;JerinaKoevoets@gustr.com;Obreenstraat 159;Rotterdam;maandag 9 juli 2018;Afhalen;maandag 9 juli 2018;20:24;Beenham;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 65,70;;€ 0,00;€ 65,70
;;;;;;;;;;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 27,90;;;;

Helmond Brandevoort;Vinod Swagemakers;06-41542385;VinodSwagemakers@cuvox.de;Meidoorn 56;Helmond;zondag 30 december 2018;Bezorgen;zondag 30 december 2018;17:08;Hot & Spicy;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 92,60;25% korting op je bestelling;€ 23,15;€ 69,45
;;;;;;;;;;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 43,80;;;;

Velp;Lobna Hens;06-89592638;LobnaHens@jourrapide.com;Ursulinenstraat 140;Tilburg;maandag 17 juli 2017;Bezorgen;maandag 17 juli 2017;18:19;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 52,75;;€ 0,00;€ 52,75
;;;;;;;;;;Creamy Bacon;Medium Cheesy Crust Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Waalwijk;Ilhan Knubben;06-86320826;IlhanKnubben@cuvox.de;Cartografenweg 27;Waalwijk;zondag 19 maart 2017;Bezorgen;zondag 19 maart 2017;17:05;Perfect Pepperoni;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;€ 71,70;;€ 0,00;€ 71,70
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Meppel;Anne-Sophie Kraai;06-81778551;Anne-SophieKraai@einrot.com;Parklaan 101;Meppel;donderdag 23 november 2017;Bezorgen;donderdag 23 november 2017;16:36;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;€ 29,90;;€ 0,00;€ 29,90

